S.No	Player Name	Country	Role	Base Price(In Cr)	Tier	Age	Batting Style	Bowling Style	Form	Matches	Runs	Wickets	Average	Strike Rate	Economy	Capped Status	Primary Auction Category	Auction Tags
147	Mukesh Choudhary	India	Bowler	0.3		29	Right-hand bat	Left Arm Fast Medium	In Demand	16	6	17	30.71	100	9.94	Uncapped	Bowlers	Uncapped Players | Bowlers
148	Tim Southee	New Zealand	Bowler	1.5	Pro	37	Right-hand bat	Right Arm Fast Medium	Emerging	54	120	47	37.06	112.15	8.67	Capped	Bowlers	Capped Players | Bowlers
149	Evin Lewis	West Indies	Batter	2	Pro	34	Left-hand bat	Right Arm Off Spin	Emerging	27	654	0	27.25	137.11	0	Capped	Batters	Capped Players | Batters
150	Sarfaraz Khan	India	Batter	0.75		28	Right-hand bat	Right Arm Leg Break	Emerging	55	684	0	22.06	136.53	0	Capped	Batters	Capped Players | Batters
151	Devon Conway	New Zealand	Batter	2	Pro	34	Left-hand bat	Right Arm Medium	In Demand	29	1080	0	43.2	139.72	0	Capped	Batters	Capped Players | Batters
152	Venkatesh Iyer	India	All-Rounder	2	Elite	31	Left-hand bat	Right Arm Medium	In Demand	62	1468	3	29.96	137.32	10.59	Capped	Marquee Players	Marquee Players | Capped Players | All-rounders
153	Mitchell Starc	Australia	Bowler	2	Elite	36	Left-hand bat	Left Arm Fast	In Demand	52	111	65	23.12	93.28	8.61	Capped	Marquee Players	Marquee Players | Capped Players | Bowlers
154	Sam Curran	England	All-Rounder	2	Elite	27	Left-hand bat	Left Arm Fast Medium	In Demand	64	997	59	24.93	136.39	9.74	Capped	Marquee Players	Marquee Players | Capped Players | All-rounders
155	Deepak Chahar	India	Bowler	2	Elite	33	Right-hand bat	Right Arm Medium	In Demand	97	123	89	29.65	138.2	8.17	Capped	Marquee Players	Marquee Players | Capped Players | Bowlers
156	Ben Stokes	England	All-Rounder	2	Elite	34	Left-hand bat	Right Arm Medium Fast	In Demand	45	935	28	24.6	133.95	9.21	Capped	Marquee Players	Marquee Players | Capped Players | All-rounders
157	Josh Hazlewood	Australia	Bowler	2	Elite	35	Left-hand bat	Right Arm Fast Medium	In Demand	39	19	57	20.98	65.52	8.28	Capped	Marquee Players	Marquee Players | Capped Players | Bowlers
158	Phil Salt	England	Wicketkeeper	2	Elite	29	Right-hand bat	N/A	In Demand	36	1110	0	33.64	173.98	0	Capped	Marquee Players	Marquee Players | Capped Players | Wicketkeepers
159	Harry Brook	England	Batter	2	Pro	27	Right-hand bat	Right Arm Medium	Consistent	11	190	0	21.11	123.38	0	Capped	Marquee Players	Marquee Players | Capped Players | Batters
160	Matheesha Pathirana	Sri Lanka	Bowler	2	Pro	23	Right-hand bat	Right Arm Fast	In Demand	32	8	44	21.95	66.67	7.96	Capped	Marquee Players	Marquee Players | Capped Players | Bowlers
161	Shivam Dube	India	All-Rounder	2	Pro	32	Left-hand bat	Right Arm Medium	In Demand	82	1761	5	29.85	146.72	9.67	Capped	Marquee Players	Marquee Players | Capped Players | All-rounders
162	Alzarri Joseph	West Indies	Bowler	2	Pro	29	Right-hand bat	Right Arm Fast	In Demand	22	27	21	32.9	84.38	9.55	Capped	Bowlers	Capped Players | Bowlers
163	Jitesh Sharma	India	Wicketkeeper	1	Pro	32	Right-hand bat	N/A	In Demand	57	991	0	24.78	156.8	0	Capped	Wicketkeepers	Capped Players | Wicketkeepers
164	Noor Ahmad	Afghanistan	Bowler	2	Pro	21	Right-hand bat	Left Arm Wrist Spin	In Demand	40	29	48	24.54	55.77	8.3	Capped	Bowlers	Capped Players | Bowlers
165	Wanindu Hasaranga	Sri Lanka	Bowler	2	Pro	28	Right-hand bat	Right Arm Leg Break	Consistent	37	81	46	24.33	92.05	8.41	Capped	Bowlers	Capped Players | Bowlers
166	Lockie Ferguson	New Zealand	Bowler	2	Pro	34	Right-hand bat	Right Arm Fast	Consistent	49	72	51	30	153.19	8.97	Capped	Bowlers	Capped Players | Bowlers
167	Shahrukh Khan	India	All-Rounder	1		30	Right-hand bat	Right Arm Off Spin	In Demand	36	534	2	20.54	141.65	8.75	Uncapped	All-rounders	Uncapped Players | All-rounders
168	Devdutt Padikkal	India	Batter	2	Pro	25	Left-hand bat	Right Arm Off Spin	In Demand	76	1917	0	26.26	129.09	0	Capped	Batters	Capped Players | Batters
169	Tim David	Australia	All-Rounder	2	Pro	30	Right-hand bat	Right Arm Off Spin	In Demand	52	932	0	35.85	178.2	0	Capped	All-rounders	Capped Players | All-rounders
170	Rilee Rossouw	South Africa	Batter	2	Pro	36	Left-hand bat	Right Arm Off Spin	In Demand	22	473	0	23.65	153.57	0	Capped	Batters	Capped Players | Batters
171	Tushar Deshpande	India	Bowler	1		30	Right-hand bat	Right Arm Medium Fast	In Demand	48	28	53	30.87	127.27	9.87	Uncapped	Bowlers	Uncapped Players | Bowlers
172	Romario Shepherd	West Indies	All-Rounder	1.5	Pro	31	Right-hand bat	Right Arm Fast Medium	Consistent	20	185	13	26.43	212.64	12.03	Capped	All-rounders	Capped Players | All-rounders
173	Rovman Powell	West Indies	Batter	1.5	Pro	32	Right-hand bat	Right Arm Medium	Consistent	31	404	1	20.2	147.99	0	Capped	Batters	Capped Players | Batters
174	Syed Khaleel Ahmed	India	Bowler	2	Pro	28	Right-hand bat	Left Arm Fast Medium	In Demand	74	2	89	27.08	22.22	8.95	Capped	Bowlers	Capped Players | Bowlers
175	Sameer Rizvi	India	All-Rounder	0.3		22	Right-hand bat	Right Arm Leg Spin	In Demand	16	332	0	36.89	150.23	0	Uncapped	All-rounders	Uncapped Players | All-rounders
176	Will Jacks	England	All-Rounder	2	Pro	27	Right-hand bat	Right Arm Off Spin	In Demand	21	463	8	27.24	152.81	9.57	Capped	All-rounders	Capped Players | All-rounders
177	Rahul Chahar	India	Bowler	1	Pro	26	Right-hand bat	Right Arm Leg Break	In Demand	80	129	75	29.28	104.03	7.78	Capped	Bowlers	Capped Players | Bowlers
178	Maheesh Theekshana	Sri Lanka	Bowler	2	Pro	25	Right-hand bat	Right Arm Off Spin	In Demand	38	17	36	33.53	50	8.27	Capped	Bowlers	Capped Players | Bowlers
179	Harshit Rana	India	Bowler	2	Pro	24	Right-hand bat	Right Arm Fast	In Demand	27	18	29	24.62	78.26	9.16	Capped	Marquee Players	Marquee Players | Capped Players | Bowlers
180	Lungisani Ngidi	South Africa	Bowler	1	Pro	30	Right-hand bat	Right Arm Fast	In Demand	19	0	34	18.06	0	8.33	Capped	Bowlers	Capped Players | Bowlers
181	Mayank Markande	India	Bowler	0.3	Pro	28	Right-hand bat	Right Arm Leg Spin	Consistent	39	48	37	29.86	114.29	8.98	Capped	Bowlers	Capped Players | Bowlers
182	Vishnu Vinod	India	Wicketkeeper	0.3		32	Right-hand bat	N/A	Elite	6	56	0	9.33	98.25	0	Uncapped	Wicketkeepers	Uncapped Players | Wicketkeepers
183	Swapnil Singh	India	All-Rounder	0.3		35	Left-hand bat	Left Arm Orthodox	Consistent	29	87	8	6.21	82.86	8.88	Uncapped	All-rounders	Uncapped Players | All-rounders
184	Krishnappa Gowtham	India	All-Rounder	1		37	Right-hand bat	Right Arm Off Spin	Emerging	36	247	21	13.72	166.89	8.24	Uncapped	All-rounders	Uncapped Players | All-rounders
185	Shai Hope	West Indies	Batter	1.25	Pro	32	Right-hand bat	Left Arm Medium	In Demand	9	183	0	22.88	150	0	Capped	Batters	Capped Players | Batters
186	Richard Gleeson	England	Bowler	0.75	Pro	38	Right-hand bat	Right Arm Fast	In Demand	3	2	2	55	100	9.71	Capped	Bowlers	Capped Players | Bowlers
187	David Payne	England	Bowler	1	Pro	35	Right-hand bat	Left Arm Fast	In Demand	2	6	2	35	120	14	Capped	Bowlers	Capped Players | Bowlers
188	Matthew Breetzke	South Africa	Batter	0.75	Pro	27	Right-hand bat	Right Arm Medium	In Demand	1	14	0	14	116.67	0	Capped	Batters	Capped Players | Batters
189	Nahid Rana	Bangladesh	Bowler	0.75	Pro	23	Right-hand bat	Right Arm Fast	In Demand	0	0	0	0	0	0	Capped	Bowlers	Capped Players | Bowlers
190	Daryl Mitchell	New Zealand	All-Rounder	2	Pro	34	Right-hand bat	Right Arm Medium	In Demand	15	351	1	27	131.46	12.13	Capped	All-rounders	Capped Players | All-rounders
191	Jhye Richardson	Australia	Bowler	1.5	Pro	29	Right-hand bat	Right Arm Fast	Consistent	4	17	3	52.33	65.38	10.47	Capped	Bowlers	Capped Players | Bowlers
192	Kyle Jamieson	New Zealand	Bowler	1.5	Pro	31	Right-hand bat	Right Arm Fast Medium	In Demand	13	65	14	29.71	108.33	9.67	Capped	Bowlers	Capped Players | Bowlers
193	Spencer Johnson	Australia	Bowler	2	Pro	30	Left-hand bat	Left Arm Fast	In Demand	9	8	5	56.8	72.73	10.39	Capped	Bowlers	Capped Players | Bowlers
194	Akash Deep	India	Bowler	1	Pro	29	Right-hand bat	Right Arm Fast Medium	In Demand	14	25	10	54.8	178.57	11.83	Capped	Bowlers	Capped Players | Bowlers
195	Mark Wood	England	Bowler	2	Pro	36	Right-hand bat	Right Arm Fast	In Demand	5	12	11	16.27	150.00	8.95	Capped	Bowlers	Capped Players | Bowlers
196	Riley Meredith	Australia	Bowler	1.5	Pro	29	Right-hand bat	Right Arm Fast	In Demand	18	0	19	32.21	0	9.46	Capped	Bowlers	Capped Players | Bowlers
197	Tom Curran	England	Bowler	2	Pro	31	Right-hand bat	Right Arm Medium Fast	In Demand	13	127	13	33.08	118.69	10.84	Capped	Bowlers	Capped Players | Bowlers
198	Kumar Kushagra	India	Wicketkeeper	0.3		21	Right-hand bat	N/A	In Demand	5	21	0	5.25	100	0	Uncapped	Wicketkeepers	Uncapped Players | Wicketkeepers
199	Odean Smith	West Indies	All-Rounder	0.75	Pro	29	Right-hand bat	Right Arm Medium Fast	In Demand	6	51	6	17	115.91	11.87	Capped	All-rounders	Capped Players | All-rounders
200	Kyle Mayers	West Indies	All-Rounder	1.5	Pro	33	Left-hand bat	Right Arm Medium	Emerging	13	379	0	29.15	144.11	8.43	Capped	All-rounders	Capped Players | All-rounders
201	Reece Topley	England	Bowler	0.75	Pro	32	Right-hand bat	Left Arm Fast	In Demand	6	3	5	44.4	50	11.1	Capped	Bowlers	Capped Players | Bowlers
202	K.S Bharat	India	Wicketkeeper	0.75	Pro	32	Right-hand bat	N/A	Consistent	10	199	0	28.43	122.09	0	Capped	Wicketkeepers	Capped Players | Wicketkeepers
203	Mohd. Arshad Khan	India	All-Rounder	0.3		28	Left-hand bat	Right Arm Off Spin	Consistent	19	124	0	20.67	140.91	0	Uncapped	All-rounders	Uncapped Players | All-rounders
204	Simarjeet Singh	India	Bowler	0.3		28	Right-hand bat	Right Arm Fast Medium	In Demand	14	10	11	36.36	66.67	10	Uncapped	Bowlers	Uncapped Players | Bowlers
205	M. Siddharth	India	Bowler	0.3		27	Right-hand bat	Left Arm Orthodox	Consistent	7	0	5	40.2	0	8.38	Uncapped	Bowlers	Uncapped Players | Bowlers
206	Raj Angad Bawa	India	All-Rounder	0.3		23	Left-hand bat	Right Arm Medium Fast	In Demand	5	19	0	9.5	105.56	0	Uncapped	All-rounders	Uncapped Players | All-rounders
207	Rajvardhan Hangargekar	India	All-Rounder	0.3		23	Right-hand bat	Right Arm Fast Medium	In Demand	2	0	3	0	0	10	Uncapped	All-rounders	Uncapped Players | All-rounders
208	Kamlesh Nagarkoti	India	All-Rounder	0.3		26	Right-hand bat	Right Arm Fast	In Demand	12	22	5	5.5	66.67	9.5	Uncapped	All-rounders	Uncapped Players | All-rounders
209	Wayne Parnell	South Africa	Bowler	1	Pro	36	Left-hand bat	Left Arm Fast Medium	Developing	33	65	35	26.77	81.25	7.78	Capped	Bowlers	Capped Players | Bowlers
210	K.C Cariappa	India	All-Rounder	0.3		31	Right-hand bat	Right Arm Off Spin	In Demand	11	24	8	8	114.29	9.67	Uncapped	All-rounders	Uncapped Players | All-rounders
211	Ajay Mandal	India	All-Rounder	0.3		30	Left-hand bat	Left Arm Orthodox	In Demand	0	0	0	0	0	0	Uncapped	All-rounders	Uncapped Players | All-rounders
212	Kunal Rathore	India	Wicketkeeper	0.3		23	Left-hand bat	N/A	In Demand	1	0	0	0	0	0	Uncapped	Wicketkeepers	Uncapped Players | Wicketkeepers
213	Pravin Dubey	India	Bowler	0.3		32	Right-hand bat	Right Arm Leg Break	In Demand	5	23	2	55.5	69.7	8.54	Uncapped	Bowlers	Uncapped Players | Bowlers
214	Darshan Nalkande	India	All-Rounder	0.3		27	Right-hand bat	Right Arm Medium Fast	In Demand	6	12	6	6	100	10.57	Uncapped	All-rounders	Uncapped Players | All-rounders
215	Luvnith Sisodia	India	Wicketkeeper	0.3		26	Left-hand bat	Right Arm Off Spin	In Demand	0	0	0	0	0	0	Uncapped	Wicketkeepers	Uncapped Players | Wicketkeepers
216	Arjun Tendulkar	India	Bowler	0.3		26	Left-hand bat	Left Arm Fast Medium	Consistent	5	13	3	38	144.44	9.37	Uncapped	Bowlers	Uncapped Players | Bowlers
217	Ashok Sharma	India	Bowler	0.3		23	Right-hand bat	Right Arm Medium Fast	In Demand	3	0	2	56.5	0	11.3	Uncapped	Bowlers	Uncapped Players | Bowlers
218	Anukul Roy	India	All-Rounder	0.3		27	Left-hand bat	Left Arm Orthodox	In Demand	16	26	9	5.2	96.3	8.31	Uncapped	All-rounders	Uncapped Players | All-rounders
219	Arshin Kulkarni	India	All-Rounder	0.3		21	Right-hand bat	Right Arm Medium Fast	In Demand	2	9	0	4.5	112.5	0	Uncapped	All-rounders	Uncapped Players | All-rounders
220	Manav Suthar	India	Bowler	0.3		23	Left-hand bat	Left Arm Orthodox	In Demand	1	1	0	0	50	13	Uncapped	Bowlers	Uncapped Players | Bowlers
221	Shaik Rasheed	India	Batter	0.3		21	Right-hand bat	Right Arm Leg Spin	In Demand	5	71	0	14.2	112.7	0	Uncapped	Batters	Uncapped Players | Batters
222	Prerak Mankad	India	All-Rounder	0.3		31	Right-hand bat	Right Arm Medium	In Demand	6	97	0	32.33	132.88	0	Uncapped	All-rounders	Uncapped Players | All-rounders
223	Nishant Sindhu	India	All-Rounder	0.3		22	Left-hand bat	Left Arm Orthodox	In Demand	0	0	0	0	0	0	Uncapped	All-rounders	Uncapped Players | All-rounders
224	Kuldip Yadav	India	Bowler	0.3		29	Left-hand bat	Left Arm Orthodox	In Demand	3	0	2	42	0	9.33	Uncapped	Bowlers	Uncapped Players | Bowlers
225	Swastik Chhikara	India	Batter	0.3		21	Right-hand bat	Right Arm Off Spin	In Demand	0	0	0	0	0	0	Uncapped	Batters	Uncapped Players | Batters
226	Manoj Bhandage	India	All-Rounder	0.3		27	Right-hand bat	Right Arm Medium Fast	In Demand	1	1	0	1	25	0	Uncapped	All-rounders	Uncapped Players | All-rounders
227	Ripal Patel	India	Batter	0.3		30	Right-hand bat	Right Arm Medium	In Demand	9	80	0	16	109.59	0	Uncapped	Batters	Uncapped Players | Batters
228	Sachin Baby	India	Batter	0.3		37	Left-hand bat	Right Arm Off Spin	In Demand	21	144	2	14.4	122.03	0	Uncapped	Batters	Uncapped Players | Batters
229	Akash Singh	India	Bowler	0.3		23	Left-hand bat	Left Arm Fast Medium	Consistent	10	0	9	36.22	0	9.54	Uncapped	Bowlers	Uncapped Players | Bowlers
230	K.M Asif	India	Bowler	0.3		32	Right-hand bat	Right Arm Fast	In Demand	7	0	7	33	0	10.42	Uncapped	Bowlers	Uncapped Players | Bowlers
231	Anmolpreet Singh	India	Batter	0.3		28	Right-hand bat	Right Arm Off Spin	In Demand	9	139	0	15.44	120.87	0	Uncapped	Batters	Uncapped Players | Batters
232	Kulwant Khejroliya	India	Bowler	0.3		34	Left-hand bat	Left Arm Fast	In Demand	8	0	6	41.17	0	10.66	Uncapped	Bowlers	Uncapped Players | Bowlers
233	Yudhvir Charak	India	All-Rounder	0.3		28	Right-hand bat	Right Arm Medium Fast	Consistent	0	0	0	0	0	0	Uncapped	All-rounders	Uncapped Players | All-rounders
234	Mohit Rathee	India	Bowler	0.3		27	Right-hand bat	Right Arm Leg Spin	In Demand	1	1	0	0	50	14.5	Uncapped	Bowlers	Uncapped Players | Bowlers
235	Aryan Juyal	India	Wicketkeeper	0.3		24	Right-hand bat	Right Arm Off Spin	In Demand	0	0	0	0	0	0	Uncapped	Wicketkeepers	Uncapped Players | Wicketkeepers
236	Chris Jordan	England	Bowler	2	Pro	37	Right-hand bat	Right Arm Medium Fast	Emerging	34	81	30	35.67	105.19	9.61	Capped	Bowlers	Capped Players | Bowlers
237	Allah Ghazanfar	Afghanistan	Bowler	0.75		20	Right-hand bat	Right Arm Off Spin	Emerging	0	0	0	0	0	0	Capped	Bowlers	Capped Players | Bowlers
238	Umran Malik	India	Bowler	0.75		26	Right-hand bat	Right Arm Fast	Emerging	26	23	29	26.62	143.75	9.4	Capped	Bowlers	Capped Players | Bowlers
239	Dilshan Madushanka	Sri Lanka	Bowler	0.75		25	Left-hand bat	Left Arm Fast	Emerging	0	0	0	0	0	0	Capped	Bowlers	Capped Players | Bowlers
240	Josh Inglis	Australia	Wicketkeeper	2	Pro	31	Right-hand bat	N/A	Emerging	11	278	0	30.89	162.57	0	Capped	Wicketkeepers	Capped Players | Wicketkeepers
241	Navdeep Saini	India	Bowler	0.75		33	Right-hand bat	Right Arm Fast	Emerging	34	33	23	43.96	89.19	8.97	Capped	Bowlers	Capped Players | Bowlers
242	Mujeeb Ur Rahman	Afghanistan	Bowler	2	Pro	25	Right-hand bat	Right Arm Off Spin	Emerging	20	12	20	31	80	8.34	Capped	Bowlers	Capped Players | Bowlers
243	Jacob Bethell	England	All-Rounder	1.25	Pro	22	Left-hand bat	Left Arm Orthodox	Emerging	2	67	0	33.5	171.79	0	Capped	All-rounders	Capped Players | All-rounders
244	Matt Henry	New Zealand	Bowler	2	Pro	34	Right-hand bat	Right Arm Fast Medium	Developing	9	7	4	77.75	70	11.52	Capped	Bowlers	Capped Players | Bowlers
245	Abhinav Manohar	India	Batter	0.3		31	Right-hand bat	Right Arm Leg Break	Emerging	27	292	0	15.37	124.26	0	Uncapped	Batters	Uncapped Players | Batters
246	Sean Abbott	Australia	All-Rounder	2	Pro	34	Right-hand bat	Right Arm Fast	Emerging	3	22	1	7.33	122.22	11.56	Capped	All-rounders	Capped Players | All-rounders
247	Tymal Mills	England	Bowler	2	Pro	33	Right-hand bat	Left Arm Fast	Emerging	10	8	11	31.18	57.14	9.85	Capped	Bowlers	Capped Players | Bowlers
248	Rahmanullah Gurbaz	Afghanistan	Wicketkeeper	2	Pro	24	Right-hand bat	N/A	Emerging	19	363	0	21.35	134.94	0	Capped	Wicketkeepers	Capped Players | Wicketkeepers
249	Tabraiz Shamsi	South Africa	Bowler	2	Pro	36	Left-hand bat	Left Arm Wrist Spin	Developing	5	2	3	60.33	50	9.05	Capped	Bowlers	Capped Players | Bowlers
250	Vivrant Sharma	India	All-Rounder	0.3		26	Left-hand bat	Right Arm Leg Spin	Emerging	3	69	0	69	146.81	12.33	Uncapped	All-rounders	Uncapped Players | All-rounders
251	Naveen Ul Haq	Afghanistan	Bowler	2	Pro	26	Right-hand bat	Right Arm Medium Fast	Emerging	18	18	25	23.64	72	9.16	Capped	Bowlers	Capped Players | Bowlers
252	Tom Banton	England	Wicketkeeper	2	Pro	27	Right-hand bat	Right Arm Off Spin	Developing	2	18	0	9	90	0	Capped	Wicketkeepers	Capped Players | Wicketkeepers
253	Adil Rashid	England	Bowler	2	Pro	38	Right-hand bat	Right Arm Leg Spin	Emerging	3	22	2	45.5	137.5	9.1	Capped	Bowlers	Capped Players | Bowlers
254	Ben Duckett	England	Batter	2	Pro	31	Left-hand bat	Right Arm Off Spin	Developing	0	0	0	0	0	0	Capped	Batters	Capped Players | Batters
255	James Vince	England	Batter	2	Pro	35	Right-hand bat	Right Arm Medium	Developing	0	0	0	0	0	0	Capped	Batters	Capped Players | Batters
256	Gus Atkinson	England	Bowler	2	Pro	28	Right-hand bat	Right Arm Fast Medium	Emerging	0	0	0	0	0	0	Capped	Bowlers	Capped Players | Bowlers
257	Michael Bracewell	New Zealand	All-Rounder	1.5	Pro	35	Left-hand bat	Right Arm Off Spin	Developing	5	58	6	29	123.4	8.64	Capped	All-rounders	Capped Players | All-rounders
258	Jason Behrendorff	Australia	Bowler	1.5	Pro	35	Left-hand bat	Left Arm Fast Medium	Emerging	22	6	19	29.05	66.67	9.05	Capped	Bowlers	Capped Players | Bowlers
259	Vyshak Vijaykumar	India	Bowler	0.3		29	Right-hand bat	Right Arm Fast	Emerging	19	14	22	29.45	116.67	10.2	Capped	Bowlers	Capped Players | Bowlers
260	Kwena Maphaka	South Africa	Bowler	0.75		20	Left-hand bat	Left Arm Fast	Emerging	4	8	2	71.5	400	13	Capped	Bowlers	Capped Players | Bowlers
261	Gurjapneet Singh	India	Bowler	0.3		27	Left-hand bat	Left Arm Fast Medium	Emerging	0	0	0	0	0	0	Uncapped	Bowlers	Uncapped Players | Bowlers
262	Jimmy Neesham	New Zealand	All-Rounder	1.5	Pro	35	Left-hand bat	Right Arm Medium Fast	Developing	14	92	8	10.22	98.92	9.28	Capped	All-rounders	Capped Players | All-rounders
263	Mayank Dagar	India	All-Rounder	0.3		29	Left-hand bat	Left Arm Orthodox	Emerging	8	0	2	0	0	8.89	Uncapped	All-rounders	Uncapped Players | All-rounders
264	Obed McCoy	West Indies	Bowler	1.25	Pro	29	Right-hand bat	Left Arm Fast Medium	Emerging	8	8	11	22.73	160	9.32	Capped	Bowlers	Capped Players | Bowlers
265	Sushant Mishra	India	Bowler	0.3		25	Left-hand bat	Left Arm Fast	Emerging	0	0	0	0	0	0	Uncapped	Bowlers	Uncapped Players | Bowlers
266	Akeal Hosein	West Indies	Bowler	1.5	Pro	32	Left-hand bat	Left Arm Orthodox	Emerging	1	16	1	40	160	10	Capped	Bowlers	Capped Players | Bowlers
267	Dominic Drakes	West Indies	All-Rounder	1.25	Pro	28	Left-hand bat	Left Arm Fast Medium	Emerging	0	0	0	0	0	0	Capped	All-rounders	Capped Players | All-rounders
268	William O'Rourke	New Zealand	Bowler	1.5	Pro	24	Right-hand bat	Right Arm Fast	Developing	3	0	6	22	0	12.77	Capped	Bowlers	Capped Players | Bowlers
269	Tim Seifert	New Zealand	Wicketkeeper	1.25	Pro	31	Right-hand bat	N/A	Emerging	3	26	0	8.67	113.04	0	Capped	Wicketkeepers	Capped Players | Wicketkeepers
270	Mark Chapman	New Zealand	Batter	1.5	Pro	31	Left-hand bat	Right Arm Off Spin	Developing	0	0	0	0	0	0	Capped	Batters	Capped Players | Batters
271	Daniel Worrall	England	Bowler	1.5	Pro	34	Right-hand bat	Right Arm Medium Fast	Developing	0	0	0	0	0	0	Capped	Bowlers	Capped Players | Bowlers
272	Matthew Potts	England	Bowler	1.5	Pro	27	Right-hand bat	Right Arm Fast Medium	Developing	0	0	0	0	0	0	Capped	Bowlers	Capped Players | Bowlers
273	Tom Latham	New Zealand	Wicketkeeper	1.5	Pro	34	Left-hand bat	Right Arm Medium	Developing	0	0	0	0	0	0	Capped	Wicketkeepers	Capped Players | Wicketkeepers
274	Dwaine Pretorius	South Africa	All-Rounder	0.75		37	Right-hand bat	Right Arm Medium Fast	Emerging	7	44	6	11	157.14	9.52	Capped	All-rounders	Capped Players | All-rounders
275	Keemo Paul	West Indies	All-Rounder	1.25	Pro	28	Right-hand bat	Right Arm Medium Fast	Developing	8	18	9	3.6	75	8.72	Capped	All-rounders	Capped Players | All-rounders
276	Ashton Agar	Australia	All-Rounder	1.25	Pro	32	Left-hand bat	Left Arm Orthodox	Developing	0	0	0	0	0	0	Capped	All-rounders	Capped Players | All-rounders
277	Nandre Burger	South Africa	Bowler	1.25	Pro	30	Left-hand bat	Left Arm Fast	Emerging	9	0	12	18.42	0	8.5	Capped	Bowlers	Capped Players | Bowlers
278	Gulbadin Naib	Afghanistan	All-Rounder	1	Pro	34	Right-hand bat	Right Arm Medium Fast	Developing	2	19	0	19	126.67	12	Capped	All-rounders	Capped Players | All-rounders
279	Rishi Dhawan	India	All-Rounder	0.3		36	Right-hand bat	Right Arm Medium Fast	Emerging	39	210	25	19.09	112.3	8.08	Capped	All-rounders	Capped Players | All-rounders
280	Matthew Forde	West Indies	All-Rounder	1.25	Pro	23	Right-hand bat	Right Arm Fast	Developing	0	0	0	0	0	0	Capped	All-rounders	Capped Players | All-rounders
281	Will Young	New Zealand	Batter	1.25	Pro	33	Right-hand bat	Right Arm Medium	Developing	0	0	0	0	0	0	Capped	Batters	Capped Players | Batters
282	James Anderson	England	Bowler	1.25	Pro	43	Left-hand bat	Right Arm Fast Medium	Developing	0	0	0	0	0	0	Capped	Bowlers	Capped Players | Bowlers
283	Jordan Cox	England	Wicketkeeper	1.25	Pro	25	Right-hand bat	Right Arm Off Spin	Developing	0	0	0	0	0	0	Capped	Wicketkeepers	Capped Players | Wicketkeepers
284	Ashton Turner	Australia	All-Rounder	1	Pro	33	Right-hand bat	Right Arm Off Spin	Emerging	6	24	0	4.8	85.71	0	Capped	All-rounders	Capped Players | All-rounders
285	Luke Wood	England	Bowler	0.75		30	Left-hand bat	Left Arm Fast	Developing	2	9	1	93	300	15.5	Capped	Bowlers	Capped Players | Bowlers
286	Josh Philippe	Australia	Wicketkeeper	0.75		28	Right-hand bat	N/A	Developing	5	78	0	19.5	101.3	0	Capped	Wicketkeepers	Capped Players | Wicketkeepers
287	Andrew Tye	Australia	Bowler	0.75		39	Right-hand bat	Right Arm Medium Fast	Developing	30	91	42	23.31	119.74	8.59	Capped	Bowlers	Capped Players | Bowlers
288	Akash Madhwal	India	Bowler	0.3		32	Right-hand bat	Right Arm Fast Medium	Emerging	17	8	23	25.65	57.14	10.06	Uncapped	Bowlers	Uncapped Players | Bowlers
289	Alex Carey	Australia	Wicketkeeper	1	Pro	34	Left-hand bat	N/A	Developing	3	32	0	16	110.34	0	Capped	Wicketkeepers	Capped Players | Wicketkeepers
290	Mehidy Hasan Miraz	Bangladesh	All-Rounder	1	Pro	28	Right-hand bat	Right Arm Off Spin	Developing	0	0	0	0	0	0	Capped	All-rounders	Capped Players | All-rounders
291	Nathan Smith	New Zealand	All-Rounder	1	Pro	27	Right-hand bat	Right Arm Medium Fast	Developing	0	0	0	0	0	0	Capped	All-rounders	Capped Players | All-rounders
292	Dan Lawrence	England	Batter	1	Pro	28	Right-hand bat	Right Arm Off Spin	Developing	0	0	0	0	0	0	Capped	Batters	Capped Players | Batters
293	Benjamin Sears	New Zealand	Bowler	1	Pro	28	Right-hand bat	Right Arm Fast	Developing	0	0	0	0	0	0	Capped	Bowlers	Capped Players | Bowlers
294	Taskin Ahmed	Bangladesh	Bowler	1	Pro	31	Left-hand bat	Right Arm Fast	Developing	0	0	0	0	0	0	Capped	Bowlers	Capped Players | Bowlers
295	Brydon Carse	England	All-Rounder	1	Pro	30	Right-hand bat	Right Arm Fast Medium	Emerging	0	0	0	0	0	0	Capped	All-rounders	Capped Players | All-rounders
296	Gurnoor Singh Brar	India	Bowler	0.3		25	Left-hand bat	Left Arm Fast Medium	Emerging	0	0	0	0	0	0	Uncapped	Bowlers	Uncapped Players | Bowlers
297	Xavier Bartlett	Australia	Bowler	0.75		27	Right-hand bat	Right Arm Fast Medium	Emerging	7	22	5	37.8	110	9.61	Capped	Bowlers	Capped Players | Bowlers
298	Patrick Kruger	South Africa	All-Rounder	0.75		31	Right-hand bat	Right Arm Medium	Developing	0	0	0	0	0	0	Capped	All-rounders	Capped Players | All-rounders
299	Prashant Solanki	India	Bowler	0.3		33	Right-hand bat	Right Arm Leg Break	Emerging	2	0	2	19	0	6.33	Uncapped	Bowlers	Uncapped Players | Bowlers
